"customer_id","payments","last_name","email","activebool","last_update"
51,"123.70","Stewart","alice.stewart@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
52,"106.72","Sanchez","julie.sanchez@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
53,"88.76","Morris","heather.morris@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
54,"114.74","Rogers","teresa.rogers@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
55,"84.81","Reed","doris.reed@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
56,"115.74","Cook","gloria.cook@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
57,"99.74","Morgan","evelyn.morgan@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
58,"105.76","Bell","jean.bell@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
59,"119.76","Murphy","cheryl.murphy@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
60,"88.78","Bailey","mildred.bailey@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
61,"57.87","Rivera","katherine.rivera@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
62,"78.79","Cooper","joan.cooper@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
63,"112.75","Richardson","ashley.richardson@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
64,"91.70","Cox","judith.cox@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
65,"97.80","Howard","rose.howard@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
66,"139.67","Ward","janice.ward@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
67,"86.80","Torres","kelly.torres@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
68,"94.78","Peterson","nicole.peterson@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
69,"89.77","Gray","judy.gray@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
70,"75.83","Ramirez","christina.ramirez@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
71,"116.72","James","kathy.james@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
72,"88.73","Watson","theresa.watson@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
73,"89.78","Brooks","beverly.brooks@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
74,"96.74","Kelly","denise.kelly@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
75,"149.61","Sanders","tammy.sanders@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
76,"74.79","Price","irene.price@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
77,"85.77","Bennett","jane.bennett@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
78,"141.69","Wood","lori.wood@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
79,"73.81","Barnes","rachel.barnes@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
80,"137.70","Ross","marilyn.ross@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
81,"92.79","Henderson","andrea.henderson@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
82,"118.76","Coleman","kathryn.coleman@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
83,"96.78","Jenkins","louise.jenkins@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
84,"128.70","Perry","sara.perry@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
85,"72.79","Powell","anne.powell@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
86,"146.68","Long","jacqueline.long@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
87,"137.72","Patterson","wanda.patterson@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
88,"84.80","Hughes","bonnie.hughes@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
89,"124.71","Flores","julia.flores@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
90,"110.72","Washington","ruby.washington@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
91,"107.66","Butler","lois.butler@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
92,"122.74","Simmons","tina.simmons@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
93,"76.80","Foster","phyllis.foster@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
94,"71.81","Gonzales","norma.gonzales@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
95,"72.83","Bryant","paula.bryant@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
96,"105.73","Alexander","diana.alexander@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
97,"58.82","Russell","annie.russell@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
98,"102.76","Griffin","lillian.griffin@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
99,"90.77","Diaz","emily.diaz@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
100,"101.77","Hayes","robin.hayes@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
101,"86.77","Myers","peggy.myers@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
102,"129.70","Ford","crystal.ford@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
103,"128.71","Hamilton","gladys.hamilton@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
104,"77.78","Graham","rita.graham@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
105,"93.78","Sullivan","dawn.sullivan@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
106,"95.79","Wallace","connie.wallace@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
107,"114.72","Woods","florence.woods@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
108,"126.72","Cole","tracy.cole@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
109,"79.81","West","edna.west@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
110,"49.88","Jordan","tiffany.jordan@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
111,"94.75","Owens","carmen.owens@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
112,"129.72","Reynolds","rosa.reynolds@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
113,"111.73","Fisher","cindy.fisher@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
114,"126.70","Ellis","grace.ellis@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
115,"86.73","Harrison","wendy.harrison@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
116,"106.74","Gibson","victoria.gibson@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
117,"69.83","Mcdonald","edith.mcdonald@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
118,"76.80","Cruz","kim.cruz@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
119,"139.69","Marshall","sherry.marshall@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
120,"134.70","Ortiz","sylvia.ortiz@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
121,"104.75","Gomez","josephine.gomez@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
122,"120.70","Murray","thelma.murray@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
123,"97.77","Freeman","shannon.freeman@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
124,"57.86","Wells","sheila.wells@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
125,"131.69","Webb","ethel.webb@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
126,"102.75","Simpson","ellen.simpson@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
127,"105.78","Stevens","elaine.stevens@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
128,"118.70","Tucker","marjorie.tucker@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
129,"124.66","Porter","carrie.porter@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
130,"87.78","Hunter","charlotte.hunter@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
131,"112.73","Hicks","monica.hicks@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
132,"95.72","Crawford","esther.crawford@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
133,"88.75","Henry","pauline.henry@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
134,"77.81","Boyd","emma.boyd@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
135,"100.72","Mason","juanita.mason@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
136,"59.86","Morales","anita.morales@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
137,"191.62","Kennedy","rhonda.kennedy@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
138,"106.68","Warren","hazel.warren@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
139,"113.73","Dixon","amber.dixon@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
140,"83.82","Ramos","eva.ramos@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
141,"127.69","Reyes","debbie.reyes@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
142,"74.77","Burns","april.burns@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
143,"83.80","Gordon","leslie.gordon@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
144,"189.60","Shaw","clara.shaw@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
145,"107.73","Holmes","lucille.holmes@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
146,"126.73","Rice","jamie.rice@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
147,"125.68","Robertson","joanne.robertson@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
148,"211.55","Hunt","eleanor.hunt@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
149,"116.75","Black","valerie.black@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
150,"94.78","Daniels","danielle.daniels@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
151,"81.75","Palmer","megan.palmer@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
152,"73.81","Mills","alicia.mills@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
153,"94.76","Nichols","suzanne.nichols@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
154,"110.73","Grant","michele.grant@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
155,"106.76","Knight","gail.knight@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
156,"89.77","Ferguson","bertha.ferguson@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
157,"107.71","Rose","darlene.rose@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
158,"115.70","Stone","veronica.stone@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
159,"58.83","Hawkins","jill.hawkins@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
160,"106.73","Dunn","erin.dunn@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
161,"94.76","Perkins","geraldine.perkins@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
162,"59.83","Hudson","lauren.hudson@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
163,"122.71","Spencer","cathy.spencer@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
164,"64.85","Gardner","joann.gardner@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
165,"81.80","Stephens","lorraine.stephens@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
166,"121.73","Payne","lynn.payne@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
167,"108.71","Pierce","sally.pierce@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
168,"129.68","Berry","regina.berry@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
169,"86.80","Matthews","erica.matthews@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
170,"109.77","Arnold","beatrice.arnold@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
171,"104.75","Wagner","dolores.wagner@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
172,"133.70","Willis","bernice.willis@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
173,"111.73","Ray","audrey.ray@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
174,"81.81","Watkins","yvonne.watkins@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
175,"98.76","Olson","annette.olson@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
176,"151.68","Carroll","june.carroll@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
177,"71.77","Duncan","samantha.duncan@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
178,"194.61","Snyder","marion.snyder@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
179,"120.74","Hart","dana.hart@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
180,"95.78","Cunningham","stacy.cunningham@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
181,"167.67","Bradley","ana.bradley@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
182,"92.76","Lane","renee.lane@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
183,"75.78","Andrews","ida.andrews@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
184,"80.80","Ruiz","vivian.ruiz@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
185,"79.80","Harper","roberta.harper@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
186,"111.71","Fox","holly.fox@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
187,"151.73","Riley","brittany.riley@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
188,"92.75","Armstrong","melanie.armstrong@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
189,"87.79","Carpenter","loretta.carpenter@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
190,"102.75","Weaver","yolanda.weaver@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
191,"66.82","Greene","jeanette.greene@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
192,"97.78","Lawrence","laurie.lawrence@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
193,"105.77","Elliott","katie.elliott@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
194,"74.84","Chavez","kristen.chavez@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
195,"86.81","Sims","vanessa.sims@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
196,"128.69","Austin","alma.austin@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
197,"133.68","Peters","sue.peters@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
198,"124.68","Kelley","elsie.kelley@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
199,"95.76","Franklin","beth.franklin@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
200,"126.74","Lawson","jeanne.lawson@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
201,"91.78","Fields","vicki.fields@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
202,"103.74","Gutierrez","carla.gutierrez@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
203,"87.81","Ryan","tara.ryan@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
204,"134.69","Schmidt","rosemary.schmidt@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
205,"80.82","Carr","eileen.carr@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
206,"126.73","Vasquez","terri.vasquez@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
207,"119.72","Castillo","gertrude.castillo@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
208,"86.75","Wheeler","lucy.wheeler@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
209,"147.71","Chapman","tonya.chapman@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
210,"134.70","Oliver","ella.oliver@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
211,"146.67","Montgomery","stacey.montgomery@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
212,"91.80","Richards","wilma.richards@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
213,"110.73","Williamson","gina.williamson@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
214,"103.74","Johnston","kristin.johnston@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
215,"81.76","Banks","jessie.banks@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
216,"90.78","Meyer","natalie.meyer@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
217,"86.79","Bishop","agnes.bishop@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
218,"67.82","Mccoy","vera.mccoy@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
219,"100.75","Howell","willie.howell@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
220,"109.75","Alvarez","charlene.alvarez@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
221,"127.73","Morrison","bessie.morrison@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
222,"71.84","Hansen","delores.hansen@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
223,"77.84","Fernandez","melinda.fernandez@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
224,"76.78","Garza","pearl.garza@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
225,"111.76","Harvey","arlene.harvey@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
226,"87.79","Little","maureen.little@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
227,"78.78","Burton","colleen.burton@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
228,"86.75","Stanley","allison.stanley@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
229,"93.75","Nguyen","tamara.nguyen@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
230,"118.69","George","joy.george@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
231,"88.77","Jacobs","georgia.jacobs@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
232,"86.77","Reid","constance.reid@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
233,"89.77","Kim","lillie.kim@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
234,"106.75","Fuller","claudia.fuller@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
235,"89.77","Lynch","jackie.lynch@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
236,"166.61","Dean","marcia.dean@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
237,"138.69","Gilbert","tanya.gilbert@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
238,"86.81","Garrett","nellie.garrett@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
239,"108.72","Romero","minnie.romero@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
240,"106.77","Welch","marlene.welch@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
241,"110.68","Larson","heidi.larson@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
242,"128.71","Frazier","glenda.frazier@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
243,"77.77","Burke","lydia.burke@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
244,"122.70","Hanson","viola.hanson@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
245,"103.74","Day","courtney.day@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
246,"76.82","Mendoza","marian.mendoza@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
247,"88.81","Moreno","stella.moreno@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
248,"37.87","Bowman","caroline.bowman@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
249,"88.81","Medina","dora.medina@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
250,"54.85","Fowler","jo.fowler@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
251,"100.75","Brewer","vickie.brewer@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
252,"58.80","Hoffman","mattie.hoffman@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
253,"116.74","Carlson","terry.carlson@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
254,"107.70","Silva","maxine.silva@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
255,"70.82","Pearson","irma.pearson@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
256,"97.75","Holland","mabel.holland@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
257,"142.66","Douglas","marsha.douglas@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
258,"110.76","Fleming","myrtle.fleming@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
259,"154.70","Jensen","lena.jensen@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
260,"113.70","Vargas","christy.vargas@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
261,"90.78","Byrd","deanna.byrd@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
262,"114.73","Davidson","patsy.davidson@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
263,"116.73","Hopkins","hilda.hopkins@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
264,"98.75","May","gwendolyn.may@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
265,"132.72","Terry","jennie.terry@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
266,"113.74","Herrera","nora.herrera@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
267,"142.67","Wade","margie.wade@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
268,"96.79","Soto","nina.soto@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
269,"96.79","Walters","cassandra.walters@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
270,"75.81","Curtis","leah.curtis@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
271,"56.84","Neal","penny.neal@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
272,"65.87","Caldwell","kay.caldwell@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
273,"130.72","Lowe","priscilla.lowe@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
274,"116.73","Jennings","naomi.jennings@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
275,"92.75","Barnett","carole.barnett@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
276,"94.77","Graves","brandy.graves@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
277,"108.76","Jimenez","olga.jimenez@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
278,"71.79","Horton","billie.horton@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
279,"114.76","Shelton","dianne.shelton@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
280,"103.77","Barrett","tracey.barrett@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
281,"32.90","Obrien","leona.obrien@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
282,"79.80","Castro","jenny.castro@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
283,"68.77","Sutton","felicia.sutton@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
284,"108.78","Gregory","sonia.gregory@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
285,"117.77","Mckinney","miriam.mckinney@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
286,"96.76","Lucas","velma.lucas@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
287,"80.78","Miles","becky.miles@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
288,"52.81","Craig","bobbie.craig@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
289,"104.76","Rodriquez","violet.rodriquez@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
290,"80.78","Chambers","kristina.chambers@sakilacustomer.org",True,"2013-05-26 14:49:45.738"
